Customer ID,Gender,Age,Salary,Product ID,Price,Purchased
775,Female,43,81000,P02,7000,0
776,Female,35,55000,P01,2000,1
777,Female,54,72000,P01,3500,0
778,Female,41,86000,P03,7000,0
779,Female,46,83000,P03,3500,1
780,Male,28,84000,P03,3500,1
781,Female,61,82000,P02,7000,0
782,Male,44,79000,P01,7000,0
783,Female,22,67000,P02,3500,0
784,Female,49,60000,P02,7000,0
785,Female,24,69000,P01,2000,0
786,Male,60,67000,P02,7000,0
787,Female,36,22000,P03,5000,0
788,Male,59,46000,P01,2000,1
789,Male,28,36000,P03,2000,0
790,Female,24,59000,P02,5000,1
791,Male,18,76000,P02,3500,0
792,Male,20,51000,P03,3500,1
793,Female,61,61000,P01,3500,1
794,Female,52,59000,P02,3500,1
795,Male,36,70000,P01,7000,0
796,Male,57,80000,P03,5000,0
797,Female,22,51000,P01,5000,0
798,Female,61,89000,P03,3500,1
799,Female,48,69000,P02,2000,1
800,Female,53,38000,P03,5000,0
801,Female,55,90000,P02,7000,0
802,Female,37,22000,P02,2000,0
803,Male,33,42000,P02,3500,0
804,Male,63,95000,P01,7000,0
805,Female,39,42000,P02,2000,1
806,Male,33,87000,P01,2000,1
807,Female,43,34000,P02,2000,1
808,Female,37,85000,P01,7000,0
809,Female,24,99000,P01,7000,0
810,Female,35,42000,P03,5000,0
811,Female,21,57000,P03,7000,0
812,Male,53,66000,P02,5000,0
813,Male,42,58000,P01,2000,0
814,Male,42,42000,P01,3500,0
815,Male,50,50000,P03,3500,0
816,Female,59,55000,P03,5000,0
817,Male,47,39000,P02,3500,0
818,Female,24,62000,P03,5000,1
819,Female,56,94000,P03,2000,1
820,Male,22,24000,P02,3500,0
821,Female,29,88000,P02,7000,0
822,Male,39,38000,P02,2000,1
823,Male,31,71000,P03,5000,0
824,Male,26,56000,P03,7000,0
825,Male,25,49000,P01,7000,0
826,Male,33,35000,P02,3500,0
827,Male,33,75000,P01,2000,1
828,Female,42,62000,P03,5000,0
829,Male,45,46000,P03,3500,1
830,Male,51,94000,P03,3500,1
831,Female,48,24000,P03,7000,0
832,Female,29,51000,P01,7000,0
833,Male,58,21000,P02,5000,0
834,Male,26,55000,P01,7000,0
835,Male,28,77000,P01,2000,1
836,Female,42,58000,P02,5000,0
837,Female,48,75000,P01,3500,1
838,Female,46,53000,P03,5000,0
839,Male,44,64000,P03,3500,1
840,Female,50,91000,P01,5000,1
841,Female,30,83000,P01,5000,1
842,Male,54,51000,P01,2000,0
843,Male,33,45000,P02,5000,1
844,Female,36,86000,P03,7000,0
845,Female,55,79000,P03,2000,1
846,Female,40,58000,P02,7000,0
847,Male,21,85000,P01,5000,1
848,Female,60,23000,P01,2000,0
849,Female,54,92000,P03,7000,0
850,Female,19,88000,P02,5000,1
851,Male,61,46000,P03,7000,0
852,Female,49,28000,P02,7000,0
853,Female,48,37000,P02,2000,1
854,Female,51,62000,P01,3500,0
855,Female,45,62000,P03,3500,0
856,Female,64,49000,P02,5000,0
857,Male,40,81000,P01,3500,1
858,Female,51,88000,P03,5000,1
859,Female,32,64000,P02,2000,1
860,Female,18,23000,P02,3500,0
861,Female,59,91000,P01,2000,1
862,Male,56,95000,P02,3500,1
863,Female,47,61000,P03,2000,0
864,Female,22,44000,P01,3500,0
865,Female,41,21000,P01,5000,0
866,Female,20,20000,P02,7000,0
867,Male,63,62000,P02,5000,1
868,Female,63,37000,P02,3500,0
869,Male,24,43000,P01,7000,0
870,Female,33,35000,P01,3500,1
871,Male,40,99000,P01,3500,1
872,Female,36,54000,P01,3500,1
873,Male,56,30000,P02,7000,0
874,Male,31,72000,P02,7000,0
875,Male,52,53000,P02,5000,1
876,Female,35,21000,P01,5000,0
877,Male,55,40000,P03,7000,0
878,Male,52,40000,P02,7000,0
879,Female,23,35000,P01,3500,1
880,Female,52,24000,P02,5000,0
881,Female,26,63000,P01,3500,1
882,Male,29,34000,P03,3500,1
883,Female,22,88000,P03,5000,1
884,Male,54,29000,P02,2000,0
885,Male,18,62000,P01,5000,0
886,Male,30,50000,P03,2000,0
887,Male,57,36000,P03,3500,1
888,Female,58,20000,P03,7000,0
889,Female,25,40000,P01,5000,0
890,Male,47,20000,P03,5000,0
891,Female,47,28000,P01,2000,0
892,Male,58,95000,P03,7000,0
893,Female,56,37000,P02,7000,0
894,Female,35,33000,P02,7000,0
895,Male,28,76000,P02,3500,0
896,Male,49,55000,P02,2000,1
897,Female,22,39000,P02,7000,0
898,Female,41,92000,P02,2000,1
899,Male,61,42000,P03,2000,0
900,Male,37,74000,P03,2000,1
901,Male,60,78000,P01,5000,0
902,Male,18,47000,P01,2000,0
903,Male,59,62000,P02,5000,0
904,Female,62,87000,P01,3500,1
905,Male,44,33000,P02,2000,0
906,Female,33,73000,P02,5000,1
907,Male,57,28000,P02,3500,0
908,Male,23,20000,P02,5000,0
909,Male,28,20000,P02,5000,0
910,Female,51,77000,P01,3500,1
911,Female,49,84000,P03,2000,1
912,Male,27,59000,P03,7000,0
913,Male,19,67000,P03,5000,1
914,Female,31,89000,P03,3500,1
915,Female,34,28000,P01,3500,0
916,Female,30,27000,P03,2000,0
917,Male,57,76000,P03,5000,1
918,Male,21,38000,P03,7000,0
919,Female,41,45000,P02,5000,0
920,Male,52,24000,P03,7000,0
921,Female,42,30000,P01,5000,1
922,Male,26,67000,P03,7000,0
923,Male,52,34000,P03,3500,0
924,Male,21,80000,P01,5000,1
925,Female,56,45000,P02,3500,0
926,Male,27,20000,P02,7000,0
927,Female,26,51000,P03,7000,0
928,Female,44,93000,P03,7000,0
929,Female,32,47000,P01,2000,1
930,Female,25,33000,P02,7000,0
931,Female,30,88000,P01,3500,1
932,Female,38,91000,P01,3500,1
933,Male,59,62000,P03,5000,0
934,Female,30,55000,P02,7000,0
935,Male,51,87000,P03,3500,1
936,Male,39,42000,P03,7000,0
937,Female,64,93000,P02,2000,1
938,Female,45,74000,P02,2000,1
939,Male,41,44000,P01,3500,1
940,Male,37,39000,P02,7000,0
941,Male,61,28000,P03,2000,0
942,Female,63,70000,P03,3500,0
943,Female,56,86000,P01,5000,1
944,Male,38,81000,P03,7000,0
945,Male,18,73000,P02,7000,0
946,Male,30,67000,P03,5000,0
947,Female,42,77000,P03,5000,0
948,Male,61,67000,P03,3500,1
949,Male,59,92000,P02,2000,1
950,Female,29,77000,P01,7000,0
951,Female,61,46000,P02,5000,0
952,Female,63,25000,P01,2000,0
953,Female,29,94000,P03,5000,1
954,Male,29,69000,P03,7000,0
955,Female,24,36000,P03,5000,1
956,Female,42,39000,P03,5000,0
957,Female,28,63000,P01,5000,1
958,Female,34,73000,P01,3500,1
959,Female,50,27000,P01,7000,0
960,Female,40,92000,P01,7000,0
961,Female,52,53000,P02,5000,1
962,Male,34,70000,P03,3500,0
963,Male,29,60000,P03,5000,1
964,Male,38,96000,P01,3500,1
965,Male,63,83000,P02,2000,1
966,Female,40,99000,P03,2000,1
967,Male,39,45000,P03,2000,0
968,Male,52,40000,P02,3500,1
969,Male,31,37000,P03,2000,1
970,Male,64,76000,P01,7000,0
971,Male,37,27000,P01,2000,0
972,Male,25,58000,P02,7000,0
973,Male,30,81000,P03,7000,0
974,Female,56,97000,P03,2000,1
975,Male,54,59000,P01,7000,0
976,Male,38,59000,P03,5000,0
977,Female,24,74000,P03,2000,0
978,Male,24,87000,P02,2000,1
979,Male,25,76000,P02,3500,0
980,Male,43,56000,P02,5000,1
981,Male,39,88000,P02,7000,0
982,Male,53,33000,P01,3500,0
983,Female,21,60000,P03,7000,0
984,Male,24,72000,P03,7000,0
985,Male,21,72000,P01,7000,0
986,Female,35,43000,P01,2000,0
987,Female,24,23000,P01,7000,0
988,Female,35,55000,P02,7000,0
989,Male,34,90000,P01,3500,1
990,Female,38,40000,P01,2000,1
991,Female,27,49000,P02,5000,1
992,Male,30,82000,P02,5000,1
993,Male,33,92000,P01,2000,1
994,Female,41,27000,P03,5000,0
995,Male,43,20000,P02,5000,0
996,Male,21,73000,P02,5000,1
997,Male,62,54000,P01,5000,0
998,Female,41,20000,P03,2000,0
999,Male,22,29000,P03,5000,0
1000,Female,49,36000,P03,3500,0
